time,uptime_ms,tick,action,state,x,y,detail
2025-08-19 22:07:04,151167,3205,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 22:07:08,155632,3300,AI_WALL,CLIMB_RIGHT,1408,118,FLIP_DIR UP
2025-08-19 22:07:09,156565,3320,ENTER_STATE,CEILING_ATTACH_RIGHT,1408,0,CLIMB_RIGHT->CEILING_ATTACH_RIGHT
2025-08-19 22:07:12,159367,3380,ENTER_STATE,CEILING,1408,0,CEILING_ATTACH_RIGHT->CEILING
2025-08-19 22:07:17,164063,3479,AI_TOP,CEILING,814,0,FLIP_DIR R
2025-08-19 22:07:17,164157,3480,DRAG_START,DRAG,820,0,
2025-08-19 22:07:17,164504,3488,DRAG_END,FALL,816,27,
2025-08-19 22:07:19,166069,3522,ENTER_STATE,LAND,816,704,FALL->LAND
2025-08-19 22:07:20,166814,3538,ENTER_STATE,IDLE,816,704,LAND->IDLE
2025-08-19 22:07:31,178300,3783,ENTER_STATE,WALK,816,688,setWalk
2025-08-19 22:07:31,178300,3783,FACE,WALK,816,688,LEFT
2025-08-19 22:07:31,178300,3783,AI_DECISION,WALK,816,688,WALK dir=L
2025-08-19 22:07:38,184808,3922,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 22:07:38,184938,3925,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 22:07:43,189816,4029,AI_WALL,CLIMB_LEFT,0,64,FLIP_DIR DOWN
2025-08-19 22:07:44,191078,4056,AI_WALL,CLIMB_LEFT,0,226,PAUSE 75 ticks
2025-08-19 22:07:48,194667,4133,AI_WALL,CLIMB_LEFT,0,238,PAUSE 82 ticks
2025-08-19 22:07:55,202015,4290,ENTER_STATE,DISMOUNT_LEFT,0,688,CLIMB_LEFT->DISMOUNT_LEFT
2025-08-19 22:07:56,203409,4320,ENTER_STATE,IDLE,0,688,DISMOUNT_LEFT->IDLE
2025-08-19 22:08:07,214169,4550,ENTER_STATE,IDLE,0,688,setIdle
2025-08-19 22:08:07,214169,4550,AI_DECISION,IDLE,0,688,IDLE
2025-08-19 22:08:16,223267,4744,ENTER_STATE,WALK,0,688,setWalk
2025-08-19 22:08:16,223267,4744,FACE,WALK,0,688,LEFT
2025-08-19 22:08:16,223267,4744,AI_DECISION,WALK,0,688,WALK dir=L
2025-08-19 22:08:16,223314,4745,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 22:08:16,223550,4750,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 22:08:22,228957,4865,ENTER_STATE,CEILING_ATTACH_LEFT,0,0,CLIMB_LEFT->CEILING_ATTACH_LEFT
2025-08-19 22:08:25,231763,4925,ENTER_STATE,CEILING,0,0,CEILING_ATTACH_LEFT->CEILING
2025-08-19 22:08:29,236410,5024,AI_TOP,CEILING,594,0,FLIP_DIR R
2025-08-19 22:08:36,242775,5160,CEILING_EDGE_SWING,SWING_RIGHT,1408,0,RIGHT
2025-08-19 22:08:38,245578,5220,ENTER_STATE,CLIMB_RIGHT,1408,0,SWING_RIGHT->CLIMB_RIGHT
2025-08-19 22:08:39,246382,5237,AI_WALL,CLIMB_RIGHT,1408,102,FLIP_DIR DOWN
2025-08-19 22:08:40,246842,5247,AI_WALL,CLIMB_RIGHT,1408,162,PAUSE 32 ticks
2025-08-19 22:08:45,252453,5367,ENTER_STATE,DISMOUNT_RIGHT,1408,688,CLIMB_RIGHT->DISMOUNT_RIGHT
2025-08-19 22:08:47,253860,5397,ENTER_STATE,IDLE,1408,688,DISMOUNT_RIGHT->IDLE
2025-08-19 22:08:52,259471,5517,CMD,WALK_TO_LEFT,1408,688,startClimbLeft
2025-08-19 22:08:52,259471,5517,AI_DECISION,WALK_TO_LEFT,1408,688,CLIMB_LEFT
2025-08-19 22:09:04,270909,5755,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
