time,uptime_ms,tick,action,state,x,y,detail
2025-08-19 21:35:14,114,0,INIT,FALL,48,48,spawn
2025-08-19 21:35:15,771,0,REC_ON,FALL,48,48,
2025-08-19 21:35:15,772,0,SPEED,FALL,48,48,3
2025-08-19 21:35:17,2785,33,ENTER_STATE,LAND,48,701,FALL->LAND
2025-08-19 21:35:18,3531,49,ENTER_STATE,IDLE,48,701,LAND->IDLE
2025-08-19 21:35:19,4932,78,CMD,CEILING,48,0,startCeiling LEFT
2025-08-19 21:35:20,5272,86,CEILING_EDGE_SWING,SWING_LEFT,0,0,LEFT
2025-08-19 21:35:21,6820,119,CMD,CEILING,0,0,startCeiling RIGHT
2025-08-19 21:35:23,8668,158,DRAG_START,DRAG,234,0,
2025-08-19 21:35:24,9237,170,DRAG_RELEASE_BACK_TO_CEILING,CEILING,233,0,
2025-08-19 21:35:24,10194,190,DRAG_START,DRAG,353,0,
2025-08-19 21:35:25,10634,199,DRAG_RELEASE_BACK_TO_CEILING,CEILING,357,0,
2025-08-19 21:35:27,12841,244,DRAG_START,DRAG,627,0,
2025-08-19 21:35:28,13368,255,DRAG_RELEASE_BACK_TO_CEILING,CEILING,622,0,
2025-08-19 21:35:29,14691,284,DRAG_START,DRAG,796,0,
2025-08-19 21:35:30,15279,296,DRAG_END,FALL,778,71,
2025-08-19 21:35:31,16740,328,ENTER_STATE,LAND,778,700,FALL->LAND
2025-08-19 21:35:32,17484,344,ENTER_STATE,IDLE,778,700,LAND->IDLE
2025-08-19 21:35:34,20210,402,ENTER_STATE,WALK,778,688,setWalk
2025-08-19 21:35:34,20210,402,FACE,WALK,778,688,LEFT
2025-08-19 21:35:34,20211,402,AI_DECISION,WALK,778,688,WALK dir=L
2025-08-19 21:35:41,26461,535,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 21:35:41,26689,540,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 21:35:47,32314,655,ENTER_STATE,CEILING_ATTACH_LEFT,0,0,CLIMB_LEFT->CEILING_ATTACH_LEFT
2025-08-19 21:35:49,35129,715,ENTER_STATE,CEILING,0,0,CEILING_ATTACH_LEFT->CEILING
2025-08-19 21:35:54,39364,805,AI_TOP,CEILING,540,0,PAUSE 117 ticks
2025-08-19 21:36:00,45860,943,AI_TOP,CEILING,666,0,PAUSE 31 ticks
2025-08-19 21:36:04,49477,1020,HANG_DROP,FALL,942,0,CEILING
2025-08-19 21:36:05,51163,1056,ENTER_STATE,LAND,942,703,FALL->LAND
2025-08-19 21:36:06,51911,1072,ENTER_STATE,IDLE,942,703,LAND->IDLE
2025-08-19 21:36:16,61385,1274,ENTER_STATE,WALK,942,688,setWalk
2025-08-19 21:36:16,61386,1274,FACE,WALK,942,688,LEFT
2025-08-19 21:36:16,61386,1274,AI_DECISION,WALK,942,688,WALK dir=L
2025-08-19 21:36:23,68885,1434,WALK_EDGE_GRAB,GRAB_LEFT,0,688,LEFT
2025-08-19 21:36:23,68926,1435,ENTER_STATE,CLIMB_LEFT,0,688,GRAB_LEFT->CLIMB_LEFT
2025-08-19 21:36:26,71471,1489,AI_WALL,CLIMB_LEFT,0,364,PAUSE 47 ticks
2025-08-19 21:36:26,71974,1499,DRAG_START,DRAG,0,364,
2025-08-19 21:36:27,72258,1505,DRAG_END,FALL,63,364,
2025-08-19 21:36:27,73167,1525,ENTER_STATE,LAND,63,705,FALL->LAND
2025-08-19 21:36:28,73731,1537,DRAG_START,DRAG,63,705,
2025-08-19 21:36:29,74234,1548,DRAG_END,FALL,-57,342,
2025-08-19 21:36:30,75448,1573,ENTER_STATE,LAND,0,688,FALL->LAND
2025-08-19 21:36:30,75676,1577,DRAG_START,DRAG,0,688,
2025-08-19 21:36:31,76861,1603,DRAG_END,FALL,332,-75,
2025-08-19 21:36:33,78647,1641,ENTER_STATE,LAND,332,698,FALL->LAND
2025-08-19 21:36:34,79392,1657,ENTER_STATE,IDLE,332,698,LAND->IDLE
2025-08-19 21:36:47,92217,1931,ENTER_STATE,IDLE,332,688,setIdle
2025-08-19 21:36:47,92218,1931,AI_DECISION,IDLE,332,688,IDLE
2025-08-19 21:37:01,106810,2242,CMD,WALK_TO_RIGHT,332,688,startClimbRight
2025-08-19 21:37:01,106810,2242,AI_DECISION,WALK_TO_RIGHT,332,688,CLIMB_RIGHT
2025-08-19 21:37:10,115402,2424,WALK_EDGE_GRAB,GRAB_RIGHT,1408,688,RIGHT
2025-08-19 21:37:10,115438,2425,ENTER_STATE,CLIMB_RIGHT,1408,688,GRAB_RIGHT->CLIMB_RIGHT
2025-08-19 21:37:10,115486,2426,ENTER_STATE,DISMOUNT_RIGHT,1408,688,CLIMB_RIGHT->DISMOUNT_RIGHT
